0.223622,0.070746,0.972105,0.021504
-0.239197,0.970845,-0.015630,-0.023983
-0.944869,-0.229030,0.234025,3.618763
0.000000,0.000000,0.000000,1.000000

0.219258,0.070947,0.973084,0.018953
-0.239466,0.970759,-0.016820,-0.024007
-0.945824,-0.229332,0.229836,3.618686
0.000000,0.000000,0.000000,1.000000

0.214889,0.071146,0.974044,0.016400
-0.239724,0.970674,-0.018013,-0.024024
-0.946760,-0.229631,0.225643,3.618641
0.000000,0.000000,0.000000,1.000000

0.210516,0.071344,0.974984,0.013848
-0.239971,0.970590,-0.019208,-0.024034
-0.947680,-0.229925,0.221446,3.618628
0.000000,0.000000,0.000000,1.000000

0.206140,0.071540,0.975904,0.011295
-0.240209,0.970507,-0.020405,-0.024039
-0.948581,-0.230214,0.217244,3.618646
0.000000,0.000000,0.000000,1.000000

0.201759,0.071735,0.976805,0.008742
-0.240436,0.970425,-0.021605,-0.024037
-0.949465,-0.230500,0.213039,3.618696
0.000000,0.000000,0.000000,1.000000

0.197374,0.071929,0.977686,0.006189
-0.240652,0.970343,-0.022806,-0.024029
-0.950331,-0.230781,0.208831,3.618778
0.000000,0.000000,0.000000,1.000000

0.192987,0.072121,0.978547,0.003637
-0.240858,0.970263,-0.024009,-0.024015
-0.951180,-0.231058,0.204619,3.618891
0.000000,0.000000,0.000000,1.000000

0.188595,0.072311,0.979389,0.001084
-0.241054,0.970184,-0.025213,-0.023995
-0.952011,-0.231330,0.200403,3.619037
0.000000,0.000000,0.000000,1.000000

0.184201,0.072500,0.980211,-0.001469
-0.241239,0.970106,-0.026420,-0.023969
-0.952824,-0.231599,0.196184,3.619214
0.000000,0.000000,0.000000,1.000000

0.179803,0.072688,0.981013,-0.004021
-0.241414,0.970029,-0.027627,-0.023936
-0.953620,-0.231863,0.191962,3.619422
0.000000,0.000000,0.000000,1.000000

0.175402,0.072874,0.981796,-0.006572
-0.241578,0.969953,-0.028836,-0.023897
-0.954397,-0.232122,0.187737,3.619662
0.000000,0.000000,0.000000,1.000000

0.170999,0.073059,0.982559,-0.009124
-0.241732,0.969878,-0.030046,-0.023852
-0.955157,-0.232378,0.183509,3.619934
0.000000,0.000000,0.000000,1.000000

0.166593,0.073242,0.983302,-0.011674
-0.241875,0.969804,-0.031258,-0.023801
-0.955899,-0.232629,0.179278,3.620237
0.000000,0.000000,0.000000,1.000000

0.162185,0.073424,0.984025,-0.014224
-0.242007,0.969731,-0.032470,-0.023743
-0.956624,-0.232875,0.175045,3.620572
0.000000,0.000000,0.000000,1.000000

0.157774,0.073604,0.984728,-0.016774
-0.242130,0.969659,-0.033683,-0.023680
-0.957330,-0.233117,0.170808,3.620938
0.000000,0.000000,0.000000,1.000000

0.153361,0.073783,0.985412,-0.019322
-0.242241,0.969588,-0.034898,-0.023610
-0.958019,-0.233355,0.166570,3.621336
0.000000,0.000000,0.000000,1.000000

0.148946,0.073960,0.986076,-0.021869
-0.242342,0.969519,-0.036112,-0.023534
-0.958689,-0.233589,0.162329,3.621766
0.000000,0.000000,0.000000,1.000000

