-0.072851,0.013374,0.127892,-0.079665
0.001868,0.147085,-0.014316,0.022755
-0.128576,-0.005440,-0.072672,0.579913
0.000000,0.000000,0.000000,1.000000

-0.074023,0.013375,0.127217,-0.080281
0.001894,0.147080,-0.014362,0.022783
-0.127904,-0.005563,-0.073838,0.580621
0.000000,0.000000,0.000000,1.000000

-0.075188,0.013376,0.126532,-0.080891
0.001920,0.147076,-0.014407,0.022812
-0.127222,-0.005685,-0.074997,0.581289
0.000000,0.000000,0.000000,1.000000

-0.076347,0.013376,0.125836,-0.081493
0.001946,0.147071,-0.014452,0.022840
-0.126530,-0.005809,-0.076151,0.581917
0.000000,0.000000,0.000000,1.000000

-0.077500,0.013374,0.125130,-0.082089
0.001972,0.147066,-0.014497,0.022868
-0.125827,-0.005932,-0.077298,0.582505
0.000000,0.000000,0.000000,1.000000

-0.078646,0.013371,0.124413,-0.082678
0.001998,0.147061,-0.014542,0.022897
-0.125113,-0.006056,-0.078438,0.583054
0.000000,0.000000,0.000000,1.000000

-0.079786,0.013368,0.123685,-0.083260
0.002024,0.147056,-0.014588,0.022925
-0.124389,-0.006181,-0.079572,0.583563
0.000000,0.000000,0.000000,1.000000

-0.080919,0.013363,0.122947,-0.083836
0.002051,0.147052,-0.014633,0.022954
-0.123654,-0.006306,-0.080699,0.584032
0.000000,0.000000,0.000000,1.000000

-0.082045,0.013357,0.122199,-0.084404
0.002077,0.147047,-0.014678,0.022982
-0.122909,-0.006431,-0.081819,0.584461
0.000000,0.000000,0.000000,1.000000

-0.083165,0.013349,0.121441,-0.084965
0.002104,0.147042,-0.014723,0.023011
-0.122154,-0.006556,-0.082933,0.584852
0.000000,0.000000,0.000000,1.000000

-0.084278,0.013341,0.120672,-0.085519
0.002130,0.147037,-0.014768,0.023040
-0.121388,-0.006682,-0.084040,0.585204
0.000000,0.000000,0.000000,1.000000

-0.085384,0.013332,0.119893,-0.086067
0.002157,0.147032,-0.014813,0.023068
-0.120613,-0.006808,-0.085140,0.585518
0.000000,0.000000,0.000000,1.000000

-0.086483,0.013321,0.119104,-0.086607
0.002184,0.147027,-0.014859,0.023097
-0.119827,-0.006935,-0.086232,0.585793
0.000000,0.000000,0.000000,1.000000

-0.087575,0.013310,0.118305,-0.087139
0.002211,0.147022,-0.014904,0.023126
-0.119030,-0.007061,-0.087318,0.586031
0.000000,0.000000,0.000000,1.000000

-0.088660,0.013297,0.117495,-0.087665
0.002238,0.147017,-0.014949,0.023155
-0.118224,-0.007189,-0.088396,0.586232
0.000000,0.000000,0.000000,1.000000

-0.089737,0.013283,0.116676,-0.088183
0.002265,0.147012,-0.014994,0.023184
-0.117408,-0.007316,-0.089467,0.586396
0.000000,0.000000,0.000000,1.000000

-0.090808,0.013268,0.115846,-0.088695
0.002293,0.147007,-0.015040,0.023214
-0.116581,-0.007444,-0.090531,0.586523
0.000000,0.000000,0.000000,1.000000

-0.091871,0.013252,0.115007,-0.089198
0.002320,0.147002,-0.015085,0.023243
-0.115745,-0.007571,-0.091588,0.586615
0.000000,0.000000,0.000000,1.000000

-0.092926,0.013235,0.114158,-0.089695
0.002348,0.146997,-0.015130,0.023273
-0.114899,-0.007700,-0.092637,0.586672
0.000000,0.000000,0.000000,1.000000

-0.093974,0.013216,0.113299,-0.090184
0.002376,0.146992,-0.015176,0.023302
-0.114042,-0.007828,-0.093678,0.586694
0.000000,0.000000,0.000000,1.000000

-0.095015,0.013197,0.112430,-0.090666
0.002404,0.146987,-0.015221,0.023332
-0.113176,-0.007957,-0.094712,0.586682
0.000000,0.000000,0.000000,1.000000

